l,x,y
0,-4.234115455565783,8.45199859895735
0,-2.9698363940125376,10.071408354417237
0,-2.6248459054409907,8.713182432609033
3,-6.6851452991244535,6.556175352610653
2,-5.114172950870174,-6.475127882314991
1,3.649342511097413,1.40687195433796
3,-8.762523198442285,6.646361203986592
3,-8.49657178085885,9.19969375471459
1,4.19336388416108,2.8295684782642043
0,-2.1779341916491863,9.98983125532068
1,5.453396053597771,0.7423053675067768
1,3.7560214000269685,2.12689478988626
0,-1.4781981005567992,9.94556624731452
2,-5.925625427658067,-6.228718341970149
2,-6.9005287851154185,-6.762782209967165
0,-1.0435488541311961,8.788509827711787
3,-8.813817582377068,7.821521206744153
3,-9.678049598816786,6.7241302700546814
1,5.6032549654724235,2.3859506108772304
2,-6.815347172055807,-7.9578543712052525
2,-4.735683101825945,-6.2461905709579355
0,-2.4121200737047097,9.98293111873121
2,-5.612716041964648,-7.587779058894728
1,2.72110762092906,1.946655808491515
0,-3.5220287433871738,9.328533460793595
3,-10.158560963656653,9.154981681353057
1,3.032395601666874,2.157803542473036
1,4.562777126813997,2.314321658757376
0,-3.837383671951181,9.211147364067445
1,3.9598541146496107,2.2054233811017356
3,-7.980668133433991,7.163584385535276
2,-6.766109845900022,-6.2179789187549
2,-7.319671677848254,-6.749369015989855
0,-3.6155325970587784,7.818079504117651
3,-8.8568408926284,7.034864276578565
1,5.4619389962225915,3.869962666594679
3,-8.952867601888629,8.561339227472164
2,-7.652452405688842,-7.1169282000159555
3,-7.680216883135943,8.115185609461639
3,-9.844345138135711,6.109334302710971
1,4.897429226950866,1.8987237681745648
1,5.113116460801646,1.9003407712838591
1,5.798474415235505,1.1524873655890215
0,-1.6966718006585522,10.370526156769145
1,4.394490720225231,1.2194335195832424
1,4.997666196576384,2.5339542103089663
3,-8.947087905092868,7.725234637597644
0,-2.728869510890262,9.371398699710069
2,-6.308736680458103,-5.744543953095348
1,4.932951309526783,1.258818265914364
1,3.856625543891864,1.6511081677350563
2,-6.598635323416238,-7.50280911309654
1,4.916569635558121,2.8003529329767556
3,-7.560662860847586,6.731951526662873
0,-2.5040841664102893,8.779698994823175
2,-7.594930900411239,-6.200511844341271
2,-6.522611705186223,-7.573019188536601
1,5.782701650743122,2.7251027166275064
2,-5.438353902085154,-8.315971744455386
1,4.7001090461691275,4.436411796426018
0,-3.109836312971555,8.722592378405045
0,-2.6704833347187593,9.41833698501286
2,-8.140511145486315,-5.96224764622117
0,-2.9726153158652124,8.548556374628065
2,-7.6721479295839705,-6.994846034742846
3,-8.74065165808718,6.550513131643236
3,-8.214207939583854,7.951868424762983
3,-8.01291140764798,8.137032551499342
0,-1.031303578311234,8.496015909924674
1,5.161820401844999,2.2701543571739182
1,4.813059762079283,2.358487063669569
1,3.7930851181596963,0.45832245925486736
0,-2.5450236621627016,10.578929784012328
0,-2.147561598005116,8.369166373593197
2,-7.6099938228684065,-6.663651003693972
3,-9.736742427984368,7.815442087005209
3,-9.597460418189709,7.473916701974911
0,-2.267235351486716,7.101005883540523
3,-8.527420191038006,8.798879132448254
1,6.526064737438632,2.147747496772571
0,-0.9299848075453587,9.78172085735123
2,-7.351559056940704,-5.791158996308581
1,3.66519716600078,2.760254287683184
