CUST_ID,BALANCE,PURCHASES,PURCHASES_FREQUENCY,PAYMENTS
C10034,0.006598725971775947,0.012985228051551022,0.916667,0.008348527447325034
C10035,0.1846912789569074,0.011159967348816476,1.0,0.17222697871429132
C10036,0.08697887566071462,0.0,0.0,0.006930006295462571
C10037,0.39001328051041606,0.0,0.0,0.03226170633429204
C10038,0.2125427389632983,0.04854345174723188,0.75,0.03189761633185801
C10039,0.32922189397754403,0.004159905969811726,0.083333,0.024390289460177964
C10040,0.07412655353803192,0.019642097188046305,0.083333,0.39571152321283376
C10041,0.03483920509792268,0.0,0.0,0.06046861461505964
C10043,0.041216407659221486,0.031129759090465108,0.583333,0.024887081023254997
C10044,0.21554801930717035,0.0041562354645442445,0.083333,0.01711849136661369
C10045,0.07145578302193481,0.0,0.0,0.007458264268712822
C10046,0.27915280757165273,0.031106308640145092,1.0,0.028199914636723673
C10047,0.1177490611085487,0.008911171121606491,0.333333,0.0
C10048,0.024914335812090002,0.0022377847114075427,0.375,0.003470186464199654
C10049,0.20532913861232757,0.0,0.0,0.0
C10050,0.012070866274261884,0.0487483882913329,1.0,0.05015534622566291
C10051,0.04536068622713419,0.01034878568470319,0.166667,0.011590087908659303
C10052,0.2589558355342871,0.01838148254562591,0.625,0.15995780897051431
C10053,0.056654976363308046,0.0633743321974479,0.666667,0.027598332053197273
C10054,0.08221759738117454,0.0,0.0,0.0136396894012289
C10055,0.024401132961141464,0.04035965241946453,0.666667,0.06131628130680127
C10056,0.000349759414868218,0.006321425738439387,0.666667,0.008221698881323885
C10057,0.06889599526182305,0.026180898405104288,0.25,0.0
C10058,0.19036873226426812,0.0063881065841319565,0.25,0.0
C10059,0.12531183457397477,0.10639612052063262,0.916667,0.11195906028013296
C10060,0.2085338376595838,0.0,0.0,0.015081158462397146
C10061,0.288497825224037,0.004669698368072966,0.416667,0.04161071173767028
C10062,0.0986766980179973,0.0023042616401408086,0.166667,0.06919526655184163
C10063,0.0816983868545669,0.001349930270595766,0.083333,0.006665492383186485
C10064,0.04251310651598809,0.0,0.0,0.0861991479422695
C10065,0.000375587037686292,0.017129024581577692,0.083333,0.0
C10067,0.10102782159245079,0.03849218090615395,1.0,0.07271171412365414
C10068,0.09231986531321022,0.008408107983002297,0.583333,0.015327857083397413
C10069,0.042526994825374,0.0,0.0,0.0028799388212529596
C10070,0.08277548493560928,0.0,0.0,0.01064681450988227
C10071,0.2095517798406441,0.005373211877673479,0.666667,0.13558034484502504
C10072,0.08924135486624324,0.027807951823394864,0.333333,0.032014370251651096
C10073,0.2881711807488944,0.008546159764451442,0.916667,0.025397816145414878
C10074,0.1570341032061471,0.09223714645132493,0.666667,0.5566220187137682
C10075,0.03444878626141761,0.0,0.0,0.01795014508029956
C10077,0.09499339687627625,0.014557631724747994,0.5,0.017527433330175382
C10078,0.027954137671306216,0.016148999675160286,0.272727,0.025732238442957085
C10079,0.30774515479868464,0.011457482192441736,0.833333,0.039234755495526186
C10080,0.09072235879378068,0.01235961082040483,1.0,0.058356348196516944
C10081,0.030394657749105828,0.0065253426977438835,0.75,0.028368858197367987
C10082,0.06331501890831172,0.0,0.0,0.0005772439814544099
C10083,0.34625703232818367,0.007925436540328555,0.583333,0.032029487435716035
C10084,0.0009114864624500216,0.004992906748570593,0.666667,0.007054251143651884
C10085,0.004284205082210986,0.0,0.0,0.0022982181371282357
C10086,0.00019882804444605164,0.002713115143546324,0.416667,0.004141310901913654
C10087,0.002229907106237009,0.008075111588458056,0.5,0.014305697427063576
C10088,0.10163043659542642,0.10023742051571824,1.0,0.09702135211764831
C10089,0.007084819635949758,0.025444758182015054,1.0,0.025141800900201437
C10090,0.3712597250565823,0.03270379409933651,1.0,0.09049171264221482
C10092,0.42961674123322663,0.04604465332791458,1.0,0.059571914026135854
C10093,0.2120084168520591,0.0009176263168702336,0.083333,0.021171401423304117
C10094,0.3208644018814512,0.0,0.0,0.029616752734496526
C10095,0.492631772039157,0.10399907666400826,1.0,0.12636650035465366
C10096,0.10381729270996809,0.02104504586806124,0.909091,0.060258982417899065
C10097,0.06939381740233475,0.0009308809192250258,0.083333,0.008691394844884522
C10098,0.06867133990963305,0.008270871869390373,0.166667,0.0
C10099,0.1223267772095652,0.004350364409802125,0.25,0.0
C10100,0.05985268018760874,0.0,0.0,0.0029932809717416755
C10101,0.08506768476718997,0.01507843563881168,0.666667,0.00822390246435411
C10102,0.18409104675442745,0.0,0.0,0.0
C10103,0.0002472303073973957,0.001610943978505521,0.25,0.004294436668068298
C10104,0.0,0.0,0.0,0.002721163082325122
C10105,0.0002560441906483718,0.0004078339186089927,0.111111,0.0005222228776709815
C10106,0.0012284955511031057,0.027452932397245736,1.0,0.014040384977416007
C10107,0.18588332489662882,0.05758207096840368,0.916667,0.18084621660008174
C10108,3.278031076826866e-05,0.007951945745038139,1.0,0.0
C10109,0.045269448483181124,0.0,0.0,0.044101436054688754
C10110,0.12821116557584927,0.016476490311803305,0.25,0.01050327521414981
C10111,0.021459506987906937,0.019201636555948594,1.0,0.021643480183896578
C10112,0.2618476354771637,0.0,0.0,0.024477557471812867
C10113,0.06546318791265467,0.00863996156573151,0.666667,0.011376843396009072
C10114,0.3489026575144555,0.0913293081485013,1.0,0.2140699066889435
C10115,0.00820330916081934,0.027627893148328992,0.916667,0.016935164847276658
C10116,0.17819285541132984,0.0,0.0,0.0
C10117,0.2795229408864838,0.05734552729561046,1.0,0.029759051530231114
C10118,0.3391542874957688,0.0,0.0,0.025191845651100848
C10119,0.009207602541332347,0.030769029989455455,0.666667,0.03714851485368704
C10120,0.03571864768283239,0.021320945514000225,1.0,0.010891485587656522
C10121,0.01175035382402847,0.04710033142623396,0.583333,0.023792913772543896
C10122,0.09376747101713048,0.0,0.0,0.013558194466022416
C10123,0.0028846731764787413,0.01009388948557257,0.166667,0.03883651335704942
C10124,0.13982095669843198,0.0,0.0,0.018383114870321886
C10125,0.4466110576364992,0.13711906527728526,1.0,0.03723780804268655
C10126,0.0768951308832991,0.023947803783760747,0.25,0.0
C10127,0.1110194454731731,0.11380299623344985,1.0,0.07028536111014873
C10128,0.1510463432767251,0.0,0.0,0.02100543663989562
C10130,0.7469417588483902,0.0,0.0,0.06045986964210898
C10131,0.12565773916208905,0.2541302870314728,0.916667,0.22926607819144823
C10132,0.003017002728777078,0.0,0.0,0.007607306577794061
C10133,0.22295983819171455,0.03991266644466907,0.833333,0.01980136765463872
C10134,0.5864177270366928,0.003071805074962933,0.083333,0.0513797944453492
C10135,0.003644648427113057,0.0,0.0,0.0
C10136,0.0061257837636612775,0.01849526820891782,0.25,0.0
C10137,0.2435443154177207,0.025920292531113137,0.833333,0.03757839711571086
C10138,0.0012752608990101264,0.005110159000170678,0.583333,0.006304289263988119
C10139,0.4912037173141275,0.01623851922029496,0.083333,0.21025920287675118
C10140,0.01213607695348303,0.00897234620939784,0.916667,0.010924691181981236
C10141,0.08205755254453181,0.02713359843897489,0.5,0.02012527196326066
C10142,0.13101141658657342,0.111986911793884,1.0,0.020017394716036554
C10143,0.0370806990021712,0.01830888810811351,0.916667,0.019170536498284305
C10144,1.0,0.448819596093522,1.0,0.45382300171751133
C10145,0.11737053343164877,0.014694256087482007,1.0,0.0209239241578837
C10146,0.04973606672113612,0.0040183876000544055,0.333333,0.009703983132878156
C10147,0.04012165082938934,0.0,0.0,0.030890399751905048
C10148,0.2808263212574136,0.0,0.0,0.0
C10149,0.556550472843905,0.042506082333103656,0.666667,0.0634764841191348
C10150,0.11361986104248564,0.1178509517926034,1.0,0.08707183598425423
C10151,0.1605512948071518,0.020901488328710877,0.083333,0.013778266105504531
C10152,0.0010163534198429946,0.014064152683231114,0.833333,0.014721395679623515
C10153,0.01390587975640923,0.000584222088407382,0.083333,0.02436107911572719
C10154,0.058195371866264466,0.019269336986437686,0.5,0.03854774788668563
C10155,0.04760631873488821,0.02119105041092326,0.833333,0.0365769154232401
C10156,0.4032753852944711,0.08278885805891038,0.583333,0.07266369940013521
C10157,0.08002417527964466,0.08310370584407653,1.0,0.04444388986024324
C10158,0.002583936247954287,0.01774566946651449,1.0,0.01647901237563491
C10159,0.7180055728166692,0.19968017664102683,1.0,0.23101272210111484
C10160,0.0055902536582709186,0.050227194080209106,1.0,0.050742261335946864
C10161,0.006288926776574375,0.03791509591132222,0.333333,0.06120238244940793
C10162,0.30652013766579456,0.07113622733641424,1.0,0.0
C10163,0.09108320031044295,0.0,0.0,0.007166084880053871
C10164,0.14523594796550177,0.14851904288720313,1.0,0.2833787962781694
C10165,0.054947371553442086,0.006015550299482642,0.083333,0.0086631354781419
C10166,0.1437456157437107,0.0,0.0,0.015354992429385449
C10167,0.21082754580345814,0.0,0.0,0.019896599392356572
C10168,0.045768137130017296,0.013218305136036062,1.0,0.021901694339563967
C10169,0.08454699827589765,0.011362049055487234,0.25,0.008333980396428216
C10170,0.006017590883926226,0.00958368925339272,1.0,0.0072377479458637034
C10171,0.30460248559993675,0.0,0.0,0.02654428646031617
C10172,0.043223123300112146,0.00268436285228439,1.0,0.057491843117105555
C10173,0.03128041846270114,0.10355188677225352,0.916667,0.09377987509235967
C10174,0.05924047443364294,0.018854162057293733,1.0,0.023712078242342637
C10175,0.018349974238700283,0.04028175614101021,0.666667,0.035389584532844784
C10176,0.04415259981178229,0.0,0.0,0.0713951216942485
C10177,0.051249010499244095,0.20843066119870138,1.0,0.2108277428343728
C10178,0.001213617593926702,0.00611750877913489,0.25,0.005755920660440243
C10179,0.11488296732741939,0.0,0.0,0.02807072089935818
C10180,0.6286784608681648,0.11653854224251967,1.0,0.09147038764759029
C10181,0.08446358865331913,0.0,0.0,0.009277449175926468
C10182,0.09835176429026624,0.015632478017241994,0.833333,0.0
C10183,0.15403135710839463,0.0,0.0,0.047939815299597344
C10184,0.01768615582661601,0.07210095847088382,1.0,0.05548400875869022
C10185,0.0019028539799691507,0.005222517244747456,0.416667,0.016390989910512743
C10186,0.04743429278498092,0.055006191938469284,1.0,0.03324422379432556
C10187,0.0,0.0004690090064003416,0.083333,0.0
C10188,0.15130140322835522,0.0023858284238626073,0.25,0.34111447918821275
C10189,0.0002870324648837718,0.004013289676071793,0.083333,0.0
C10190,0.006167191591342389,0.01333066338061284,0.666667,0.008706136172433897
C10191,0.008849523857058991,0.04096793670906984,0.833333,0.051511910218707775
C10192,0.08958682801287142,0.003013484824601847,0.166667,0.023383834352434442
C10193,0.04592642353803259,0.010533126615914453,1.0,0.011430054280652253
C10194,0.0452131986692849,0.01977097270632675,0.416667,0.0
C10196,0.050740151837660105,0.006350993697538538,0.333333,0.005471496900637964
C10197,0.0020277983000718137,0.005717831538898077,0.25,0.0050154878593440255
C10198,0.009960961183070865,0.0013487067688399388,0.083333,0.0
C10199,0.002122405131520505,0.0016150223176916111,0.083333,0.03248881270494452
C10200,0.2868695751379336,0.029635659529641062,0.5,0.027252143183377122
C10201,0.20920520493235334,0.015427133639222367,0.5,0.021901389064580383
C10202,0.29348346410393394,0.07152081472166252,0.916667,0.02785007770719109
C10203,0.014764917931679432,0.06451300449820421,0.75,0.047768942497268485
C10204,0.006839814644503643,0.027389922056820646,1.0,0.020574305419919406
C10205,0.10364966666503109,0.017801950547282532,0.166667,0.010680336932480439
C10206,0.2992437332767063,0.0009696251414928801,0.166667,0.058684795254773485
C10207,0.002263487127617686,0.007544927494266365,0.166667,0.02389626916857583
C10208,0.029750665638175144,0.00827393062377994,0.5,0.024641139399043
C10209,0.0012879837492502078,0.005335283323242842,0.833333,0.007427986703896746
C10211,0.43848578540196265,0.04056479288052485,0.333333,0.0930749674549739
C10212,0.2394447333160611,0.22121931330148287,1.0,0.1857933733545288
C10213,0.0001405823935778788,0.0008847956864222097,0.083333,0.0025651306977075763
C10214,0.08248022462532563,0.01315916921783776,0.166667,0.0510905997682951
C10215,0.37818014936504246,0.020128643052946836,0.333333,0.03827847746919679
C10216,0.3396438561123403,0.02985629767960853,0.833333,0.03269942831183004
C10217,0.0033650392658803405,0.01890310212752681,0.25,0.02484477496558768
C10218,0.2959523012051224,0.008026579352143586,0.916667,0.037846496964121915
C10219,0.1927469019056489,0.01968818242084912,0.5,0.02040422194781805
C10220,0.12909511996955192,0.0,0.0,0.08958008538021589
C10221,0.040329745728636866,0.006859970427962562,0.75,0.018684314243604568
C10222,0.003972427064039595,0.011011515802442803,0.25,0.010823170866349836
C10223,0.0001277758911606638,0.0007341010534961869,0.166667,0.0
C10224,0.05890472793997252,0.017914512708818612,1.0,0.010702307603016444
C10226,0.0003974182079364128,0.002941706054926664,0.333333,0.0026558929880634314
C10227,0.1078310485180863,0.010070439035252553,0.5,0.05510602980914082
C10228,0.1272012977465832,0.09157278499791087,1.0,0.11363364287065283
C10229,0.4751119073934838,0.22815493692134742,1.0,0.23647609169606904
C10230,0.16075154635644262,0.037300490195978475,1.0,0.019148377643188864
C10231,0.002186739799681424,0.0015495649737548676,0.142857,0.0013635915083379374
C10232,0.28522729858244544,0.03719771604848901,1.0,0.02973131604406611
C10233,0.3450840846583642,0.19015705072454753,0.333333,0.21759471428834018
C10234,0.0014945870876444435,0.0020391695930449634,0.083333,0.002479603526327153
C10235,0.2194294392089956,0.02919866548585153,1.0,0.047012466651961106
C10236,0.15853581474964598,0.046093593398147656,0.833333,0.04313617240787258
C10237,5.4906075314509504e-05,0.0,0.0,0.021067626205165463
C10238,0.14301052362872688,0.21228754656698662,0.75,0.1911547190405356
C10239,0.05624070016744131,0.020202053158296453,0.75,0.00996258970609096
C10240,0.014682910336393625,0.061887165813240205,1.0,0.057744956791027105
C10241,0.06595035881522253,0.021183097649510384,0.916667,0.02396330348568891
C10242,0.11709505132120406,0.0009308809192250258,0.083333,0.01070052104249027
C10243,0.12411237094942401,0.05387445281432933,0.833333,0.03627513948953247
C10244,0.21080497063820136,0.02425633014318845,1.0,0.0
C10245,0.4003134710689203,0.00611750877913489,0.5,0.03895734217738383
C10246,0.17967479001528622,0.002583423957428664,0.333333,0.04959310279130607
C10247,0.0025677810853464694,0.005038584147454801,0.5,0.008075370925035186
C10248,0.0984457621359659,0.006139939644658385,0.583333,0.011572493687416481
C10249,0.1688540479747473,0.022679644213846085,0.25,0.0
C10250,0.012457788785841823,0.04914541461109875,0.5,0.07440096789393268
C10251,0.06684440613553988,0.10909944765013233,1.0,0.1148547268157025
C10252,0.029326925246087168,0.012847380187061183,0.090909,0.008400632922656701
C10253,0.14778066215992497,0.06519714589667079,1.0,0.07047271424673886
C10254,0.00042330270163197303,0.0027120955587498015,0.25,0.002575096612868461
C10255,0.022888146332954058,0.03356799417286897,1.0,0.020816335348596164
C10256,0.00033557404310563397,0.0016244024978196178,1.0,0.0014963341561073777
C10257,0.5047600262800378,0.006523711362069448,1.0,0.2167502088211799
C10258,0.4168724135986122,0.07499086961814715,1.0,0.05240100300568181
C10259,0.1231140698584509,0.021240602232034257,0.25,0.059810267307608175
C10260,0.05232762534706884,0.013783970781146735,1.0,0.036505289047997595
C10261,0.001024413435765076,0.003938452152007043,0.416667,0.004346556042835732
C10262,0.009748409507975559,0.034731748259619735,1.0,0.02856855355974747
C10263,0.2801693065557362,0.0,0.0,0.026622222311914658
C10265,0.0011652114450612914,0.0047749195190740865,0.363636,0.009461681070993032
C10266,0.0003083404020560779,0.0006052255352157451,0.083333,0.001516982132677123
C10267,0.05511152836982771,0.02697148445632782,0.833333,0.015819439354819376
C10269,0.29250378604607497,0.032787400052651364,1.0,0.031217771664160572
C10270,0.08762168199021916,0.0,0.0,0.04272314253153183
C10271,0.11681850336754572,0.06490676814662119,0.166667,0.07537922771034668
C10272,0.15248438038986784,0.0614652616244392,1.0,0.026623241209560715
C10273,0.1072029192860108,0.14933613814313626,1.0,0.07476309500030363
C10274,0.40726997719224706,0.1740133528903292,1.0,0.09381052821795866
C10275,0.03225640285421522,0.00833877621683877,0.5,0.0426082402137381
C10276,0.4252100937819359,0.0815651523861241,1.0,0.11088150358463807
C10277,0.05683570838860713,0.06077663405286792,1.0,0.022021595564787125
C10278,0.14360364555368754,0.011434235659081025,0.916667,0.014151762063135372
C10279,0.00423820925031383,0.011621227510763247,0.166667,0.0124996355193347
C10280,0.1341441286556495,0.12615873263162788,0.916667,0.22079255944694437
C10281,0.02814384925632763,0.09279873375724951,1.0,0.08511563436263037
C10282,0.20507995290246947,0.0030750677463118052,0.166667,0.019528695581903028
C10283,0.008206543186544981,0.02824453803326579,1.0,0.02524519170529243
C10284,0.269457661500101,0.6635412994037264,1.0,0.5254646069956737
C10285,0.276517638960035,0.008365489338507658,0.916667,0.23669077883214337
C10286,0.00013464781511309868,0.00097778181986506,0.083333,0.005806366030537953
C10287,0.09836007710065206,0.00258097695391701,0.25,0.009533582852218855
C10288,0.0016869592635049336,0.007766993062948961,0.083333,0.0
C10289,0.07737673096046621,0.008442162115206148,0.75,0.11561058454028621
C10290,0.07902200812427425,0.040987308820203766,1.0,0.016951987383674972
C10291,0.4014626267047442,0.0957012877559897,0.5,0.09437122818404892
C10292,0.05930417280963165,0.01017464060145715,1.0,0.01635412513692699
C10293,0.03512848918744621,0.004571818227606808,0.583333,0.011205054689867414
C10294,0.1208931163708342,0.058250306844044517,1.0,0.05745927800089481
C10295,0.014320723295729674,0.0,0.0,0.054333530378832366
C10296,0.2229900397784009,0.0,0.0,0.1185005890569049
C10297,0.12711986143317755,0.0,0.0,0.017186274202845003
C10298,0.15414081858153533,0.008353050403990083,0.583333,0.011437730357419105
C10299,0.004366311925842544,0.017197132845985397,0.5,0.02019395972176473
C10300,0.28723475879597865,0.0,0.0,0.02687158788961727
C10301,0.01471092152784294,0.0456058240314913,1.0,0.03917152915064115
C10302,0.3040953888853078,0.00947214667665316,0.416667,0.029880717806357152
C10303,0.18934452609475735,0.0362768270602699,0.166667,0.016877627058421267
C10304,0.2096430623776336,0.0,0.0,0.020852668118813474
C10305,0.00219676309491706,0.009305954354819996,1.0,0.007314379478352858
C10306,0.03335009258053731,0.11742986327163962,0.75,0.15661155163029916
C10307,0.07988011509800201,0.005015949364972001,0.166667,0.04458709351910405
C10308,0.29129088020457067,0.0,0.0,0.03521471963512386
C10309,0.13144404768748372,0.014965465643356986,1.0,0.03194293955286248
C10310,0.01005352717446173,0.03346420044058298,0.666667,0.03122776989304518
C10311,0.1901840932674493,0.013758888995152282,0.25,0.02245712308757683
C10312,0.14506429312038782,0.05510794650116222,1.0,0.14977417576850616
C10313,0.2278304518097252,0.0,0.0,0.15811447478928778
C10314,0.020420684320221635,0.03220154662856954,0.583333,0.008903526259173664
C10315,0.48633320903589544,0.0,0.0,0.038118244576512715
C10316,0.010929492758991929,0.044074203750155236,1.0,0.04061157780776702
C10317,0.008879221115114334,0.030224367791153145,1.0,0.02542453707134641
C10318,0.007032010798959392,0.029487411900226693,1.0,0.02689434428244214
C10319,0.0847207546653486,0.0,0.0,0.006159783592732845
C10320,0.02976970215355089,0.008096726786144332,0.666667,0.0
C10321,0.0027940993987075205,0.010158531161672094,0.916667,0.012058134314784755
C10322,0.0698397240985049,0.04096936412778497,1.0,0.05354677968944953
C10323,0.02709137384966861,0.10927950632519821,1.0,0.0
C10324,0.04868115400615979,0.0,0.0,0.014194660650792135
C10325,0.098343434570903,0.0,0.0,0.02270677649203515
C10326,0.009735596441514314,0.0,0.0,0.002317415742077777
C10327,0.2533102921979684,0.0,0.0,0.017026770567224202
C10328,0.052202832735151826,0.002573432026422744,0.833333,0.006196643851466414
C10329,0.002105179294562671,0.004588131584351168,1.0,0.006418946774272732
C10330,2.513839819479841e-05,0.014987284758002569,0.833333,0.022852940947585096
C10331,0.24850806630900235,0.000304855854160222,0.083333,0.02541889516221751
C10332,0.48347133887576993,0.01784232610522482,0.75,0.04051736548029853
C10333,0.3528502659280131,0.0,0.0,0.029437017494198144
C10334,0.11726397064035225,0.009078383028236178,0.166667,0.02056311645298853
C10335,0.0980746861718996,0.0,0.0,0.009387783587092632
C10336,0.0030374586530341353,0.014056811672696151,1.0,0.008947735415756974
C10337,0.22023858209011532,0.040923482811941456,0.666667,0.38867351611303513
C10338,0.12917315763100765,0.013825569840844853,1.0,0.03797835556834551
C10339,0.0446685881804559,1.0195847965224817e-06,0.083333,0.021377157274841973
C10340,0.018547269079997705,0.06292245221562913,1.0,0.05304509073411295
C10341,0.14016390363333048,0.0,0.0,0.012672678684056532
C10342,0.00485428085862754,0.022023031604885605,0.75,0.02123476278001346
C10343,0.037109218565702644,0.055489067298102324,1.0,0.09764897090738396
C10344,0.018973729821981613,0.06313187493283486,1.0,0.07893662788966194
C10345,0.12204323602842072,0.0,0.0,0.042346760794733984
C10346,0.1534667144174789,0.0014492378297770554,0.25,0.18191011975167123
C10347,0.005165363823304556,0.0013254602354792263,0.166667,0.01417139800305714
C10348,0.026162106337160422,0.09760709565764952,0.916667,0.07503072569839764
C10349,0.0008892121404592668,0.003556719604189025,0.333333,0.006842985595206773
C10350,0.17621208192269752,0.004952735107587607,1.0,0.11995144242563809
C10351,0.047680271512974805,0.004423774515151743,0.166667,0.0043773002146678544
C10352,0.05946426186167497,0.04580586656856902,0.333333,0.6318547896663881
C10353,0.0658856257358451,0.007376288168921547,0.166667,0.010559762461962824
C10354,0.00421866572817711,0.00672925965704838,0.1,0.006808368941992236
C10355,0.013697263409503859,0.05820014327205561,1.0,0.048053261922582705
C10356,0.0009114548500139674,0.007952761412875358,0.5,0.005963038755260883
C10357,0.09965122183094592,0.008608966187917228,1.0,0.058390094350742196
C10358,0.054205411032833446,0.020504258091985715,1.0,0.036794376709254034
C10359,0.18571524939846892,0.043494060000933935,1.0,0.16267558437589041
C10360,0.0011332304248066133,0.005805923665317621,0.666667,0.006785318433163426
C10361,0.22115785261607632,0.0,0.0,0.0253992421683781
C10362,0.09098895397629245,0.06615392426972748,1.0,0.11186947780542987
C10364,0.46943213256754246,0.05077878945512777,0.5,0.07801462486644437
C10365,0.0019202664983392318,0.022396403557372137,0.083333,0.0
C10366,0.0021926416104384003,0.012972177366155534,0.166667,0.01810700614730602
C10367,0.10172935364074775,0.06156110259531231,1.0,0.07708444913271953
C10368,0.005248876475118186,0.024938432372061992,1.0,0.022516650053272417
C10369,0.2696826774021015,0.002246757057616941,0.333333,0.03385150256378464
C10370,0.011284722910717509,0.0,0.0,0.04532403322441002
C10371,0.08104167945517486,0.0,0.0,0.010815720571623283
C10372,0.03160825449562869,0.020060738705498436,0.666667,0.007677440311359222
C10373,0.06622108671985634,0.0,0.0,0.017090687428191965
C10374,0.00447851716938828,0.008630581385603504,0.625,0.005836121706043102
C10375,0.09996716691431773,0.12397131540916856,0.916667,0.3657699590195897
C10376,0.04269615024005791,0.008959703357920961,0.083333,0.00469222217557795
C10377,0.06718037249842916,0.02461787491203532,1.0,0.02528920260268981
C10378,0.012480574630655841,0.005284100166457414,0.083333,0.05285010235158076
C10379,0.3018284575775308,0.033191359549033565,1.0,0.04944068234758346
C10380,0.4075452435819487,0.0,0.0,0.0560908436925493
C10381,0.33545460307778174,0.0,0.0,0.2163411752396352
C10382,0.022389829631108877,0.11725143593224818,1.0,0.11260594674374683
C10383,0.4624692826369899,0.03040279513054458,1.0,0.04173108465651151
C10384,0.014857549458485901,0.0,0.0,0.0
C10385,0.059245978988455156,0.10336305966793755,1.0,0.07698055751419965
C10386,0.10741619095796781,0.021763649232650287,1.0,0.039860344395889924
C10387,0.00044742057477315336,0.0013075155430604306,0.166667,0.003481770115959795
C10388,0.5922843230102507,0.13979710670383122,0.916667,0.09597685928166437
C10389,0.007532573034011469,0.033258856062563354,0.583333,0.050290317298007356
C10390,0.012667237295993292,0.0036890617107776433,0.166667,0.015828767670331003
C10391,0.08026888824989992,0.0,0.0,0.006971057421377434
C10392,0.6550773918225379,0.002791215338959946,0.166667,0.06937906042738416
C10393,0.029729716202831644,0.0,0.0,0.02321820063189887
C10395,0.05658763767352434,0.006998633960289618,0.25,0.01834189399385105
C10396,9.652211447229001e-05,0.00033646298285241896,0.083333,0.0011355165343098121
C10397,0.026631342643552134,0.116399470876274,1.0,0.11020876949368462
C10398,0.042893377445445635,0.0008625687378580194,0.1,0.007134131299585873
C10399,0.08016046883187726,0.0009516804490740844,0.083333,0.00667199225223921
C10400,0.41784169100747226,0.0,0.0,0.013350257053680934
C10402,0.004158449446266068,0.01425624245889595,1.0,0.01376098561719982
C10403,0.02614632170171008,0.005003918264373036,0.583333,0.006482394307483833
C10404,0.035811284355849377,0.001998386201184064,0.166667,0.003792672655778575
C10405,0.08061949720960283,0.017483024422930298,1.0,0.06387095850502744
C10406,0.07921560620099799,0.0560184357244568,0.25,0.09326174890087048
C10407,0.5886304258450977,0.22731296379637914,1.0,0.15639869921974617
C10408,0.010573383130390877,0.01223501755826978,0.5,0.004910469716199562
C10409,0.13139979006695837,0.0,0.0,0.010672183562890186
C10410,0.23860506878546814,0.005202329465776311,0.666667,0.033582064505299596
C10411,0.048224310877460735,0.02490906832992214,0.333333,0.028016436268515316
C10412,0.26606665781672495,0.0,0.0,0.026340245365410783
C10413,0.11864808008832764,0.015918573511146204,1.0,0.013082296850239436
C10414,0.022989376022268464,0.031242117335041883,0.75,0.0361655226047001
C10415,0.10634606635976712,0.015871468693546865,0.916667,0.027825086777982594
C10416,0.19800099805606836,0.019658818378709274,0.875,0.011153442141759949
C10417,0.007390101298512004,0.033995608036530504,1.0,0.03291032760521379
C10419,0.2900782031593851,0.0,0.0,0.0
C10420,0.17322210136772748,0.022203090279951473,0.416667,0.13529810802836112
